"","ICF_ID","Date","Start_Time","Station_Code","Habitat","Region","Latitude","Longitude","Start_Depth","Temperature","Conductivity","Turbidity","pH","Salinity","DO","Chl_a","Secchi","X2","NO3","NH4","PO4","DOC","End_Depth","End_Time","Microcystis_2017","Microcystis","Warp_Length","Warp_Angle","Tow_Time","Macrozooplankton_Volume","Mesozooplankton_Volume","Alienacanthomysis_macropsis","Americorophium_spinicorne","Americorophium_spp","Americorophium_stimpsoni","Ampelisca_abdita","Amphipod_UNID","Ampithoe_spp","Ampithoe_valida","Corophiidae_UNID","Crangonyx_spp","Cumacean_UNID","Deltamysis_holmquistae","Eogammarus_spp","Exopalaemon_spp","Gammarus_daiberi","Grandidierella_japonica","Hyalella_spp","Hyperacanthomysis_longirostris","Isopoda_UNID","Monocorophium_acherusicum","Mysid_UNID","Neomysis_kadiakensis","Neomysis_mercedes","Oedicerotidae_UNID","Orientomysis_aspera","Orientomysis_hwanhaiensis","Pleustidae_UNID","Shrimp_UNID_larvae","Sinocorophium_alienense","Tanaidacea_UNID"
"588","ICF614",2018-11-21,09:26:00,"19-17-CFF-01","Shoal","Suisun Bay",38.059528,-121.858863,7.3,13.1,12065,0,7.9,6.91,8.81,2.43,132,NA,NA,NA,NA,NA,15.2,09:31:00,NA,NA,NA,NA,0,58.796,8.556,0,0,0,0,0,0,0,0,0,0,0.017007944,0,NA,0,0.017007944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589","ICF616",2018-11-21,10:10:00,"19-17-HBB-01","Channel Surface","Suisun Bay",38.051446,-121.957216,24.8,13.1,18606,0,7.9,11,8.64,2.94,189,NA,0.38565248,0.155741653,0.023341057,6.31870448,21.5,10:16:00,NA,NA,NA,NA,0,60.696,9.159,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.016475661,0,0,0,0,0,0,0,0,0,0,0
"590","ICF618",2018-11-21,10:33:00,"19-17-HBB-01","Channel Deep","Suisun Bay",38.051495,-121.952302,27.7,13.1,21171,0.47,7.9,12.74,8.43,2.18,NA,NA,NA,NA,NA,NA,36.2,10:38:00,NA,NA,NA,NA,0,56.316,8.589,0,0,0,0,0,0,0,0.017756912,0,0,0.017756912,0,NA,0,0.017756912,0.017756912,0,0,0.213082947,0,0,0,0,0,0,0,0.017756912,0,0.106541473,0
"591","ICF619",2018-11-21,10:51:00,"19-17-HBB-01","Shoal","Suisun Bay",38.050052,-121.950339,10.7,13.1,20364,0,7.9,12.2,8.63,3.2,122,NA,NA,NA,NA,NA,7.7,10:56:00,NA,NA,NA,NA,0,57.514,8.377,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.086935562,0,0.017387112,0,0.017387112,0,0,0,0,0,0,0,0,0,0.034774225,0
"592","ICF622",2018-11-21,11:53:00,"19-17-LSC-01","Channel Surface","Sacramento Deep Water Ship Channel",38.238866,-121.67196,38.5,10.9,183,1.8,8.4,0.09,9.62,1.15,268,NA,0.523853065,0.688608864,0.056847643,16.87632266,63.2,11:58:00,NA,NA,NA,NA,0,55.155,4.562,0,0,0,0,0,0,0,0,0,0.018130635,0,0,NA,0,0,0,0.108783808,0.181306347,0,0,0,0,0,0,0,0,0,0,0,0
"593","ICF623",2018-11-21,12:10:00,"19-17-LSC-01","Channel Deep","Sacramento Deep Water Ship Channel",38.242647,-121.671417,37.9,10.9,182,2.3,8,0.09,9.52,1.08,NA,NA,NA,NA,NA,NA,37.5,12:15:00,NA,NA,NA,NA,0,56.743,5.238,0,0.035246331,0,0.017623166,0,0,0,0,0,0.352463315,0,0,NA,0,0.740172961,0,0.563941304,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","ICF615",2018-11-21,09:55:00,"19-17-LSC-02","Channel Surface","Sacramento Deep Water Ship Channel",38.454667,-121.592024,36.9,12.5,680,21.41,8.2,0.33,9.4,2.72,39,NA,0.174067875,0.127107104,0.087893346,10.91778149,35,10:00:00,NA,NA,NA,NA,0,61.714,8.46,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","ICF617",2018-11-21,10:32:00,"19-17-LSC-02","Channel Deep","Sacramento Deep Water Ship Channel",38.451794,-121.59384,36.3,12.6,684,20.3,8.1,0.34,9.35,3.41,NA,NA,NA,NA,NA,NA,36.3,10:37:00,NA,NA,NA,NA,0,NA,8.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","ICF620",2018-11-21,11:35:00,"19-17-SBM-01","Channel Surface","Suisun Bay",38.072082,-122.010109,18.6,13.1,23740,0,8,14.42,8.6,3.72,127,NA,0.362724453,0.175901532,0.029804907,5.710887477,18.2,11:40:00,NA,NA,NA,NA,0,59.187,9.062,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.016895741,0,0.016895741,0,0,0,0,0,0,0,0,0,0,0
"597","ICF621",2018-11-21,11:50:00,"19-17-SBM-01","Channel Deep","Suisun Bay",38.071698,-122.011567,23.2,13,26050,3.61,7.9,15.95,8.51,4.09,NA,NA,NA,NA,NA,NA,24.7,11:55:00,NA,NA,NA,NA,0,58.701,9.627,0,0,0,0,0,0,0,0,0,0,0.017035463,0,NA,0,0,0,0,0,0.017035463,0,0,0.034070926,0,0,0,0,0,0,0.085177314,0
"598","ICF624",2018-11-21,12:12:00,"19-17-SBM-01","Shoal","Suisun Bay",38.069425,-122.007785,7.6,13.1,24433,2.45,7.9,14.87,8.63,3.26,89,NA,NA,NA,NA,NA,7.7,12:17:00,NA,NA,NA,NA,0,57.445,8.944,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"599","ICF610",2018-11-21,08:43:00,"19-17-USC-01","Channel Surface","Sacramento Deep Water Ship Channel",38.561935,-121.555442,38,13.9,1034,2.48,7.9,0.52,9.41,5.76,160,NA,0.03310848,0.1305104,0.12931233,4.370487502,37,08:48:00,NA,NA,NA,NA,0,64.03,8.286,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.046852787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","ICF612",2018-11-21,09:05:00,"19-17-USC-01","Channel Deep","Sacramento Deep Water Ship Channel",38.561279,-121.545218,37.3,14,1070,2.45,8,0.53,9.13,4.6,NA,NA,NA,NA,NA,NA,37.3,09:10:00,NA,NA,NA,NA,0,50.301,8.413,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.039760731,0,0.019880366,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","ICF628",2018-11-26,09:18:00,"19-18-CSS-01","Channel Surface","Cache Slough and Liberty Island",38.237245,-121.682731,51.2,11.7,190,2.2,7.9,0.09,9.19,1.15,215,NA,0.478673052,0.365018976,0.064328485,8.345135406,65,09:23:00,NA,NA,NA,NA,0,58.706,5.792,0,0,0,0,0,0,0,0,0,0.017033932,0,0,NA,0,0,0,0.323644703,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","ICF629",2018-11-26,09:45:00,"19-18-CSS-01","Channel Deep","Cache Slough and Liberty Island",38.234761,-121.682126,43.3,11.7,190,3.7,7.5,0.09,9.11,1.24,NA,NA,NA,NA,NA,NA,47.5,09:50:00,NA,NA,NA,NA,0,45.642,3.555,0,0,0,0.043819543,0,0,0,0,0,0,0,0,NA,0,0.67920292,0,0.153368401,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","ICF632",2018-11-26,10:41:00,"19-18-CSS-02","Channel Surface","Cache Slough and Liberty Island",38.261214,-121.670265,12.5,12.2,201,2,7.6,0.1,9.67,0.91,214,NA,0.448567927,0,0.041202938,59.25928549,19.5,10:46:00,NA,NA,NA,NA,0,56.696,4.805,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1.146465248,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","ICF634",2018-11-26,11:01:00,"19-18-CSS-02","Channel Deep","Cache Slough and Liberty Island",38.288565,-121.662549,21.7,12.4,203,2.11,7.5,0.1,10,1.2,NA,NA,NA,NA,NA,NA,21.2,11:06:00,NA,NA,NA,NA,0,73.549,8.228,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.0271927,0,0.543854005,0,0.01359635,0,0,0,0,0,0,0,0,0,0,0
"605","ICF625",2018-11-26,08:10:00,"19-18-CSS-03","Shoal","Cache Slough and Liberty Island",38.258734,-121.693381,36.2,11.8,196,2.61,8.7,0.09,9.25,1.11,197,NA,0.499890634,0.4856112,0.071857516,7.040457409,31.6,08:15:00,NA,NA,NA,NA,0,57.904,4.575,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606","ICF626",2018-11-26,08:32:00,"19-18-CSS-03","Channel Deep","Cache Slough and Liberty Island",38.257037,-121.691007,35.8,11.8,195,2.38,7.9,0.09,9.18,1.12,NA,NA,NA,NA,NA,NA,28.5,08:37:00,NA,NA,NA,NA,0,53.646,4.768,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"607","ICF630",2018-11-26,09:51:00,"19-18-SMM-02","Channel Surface","Suisun Marsh",38.208533,-122.034103,22.8,12.3,10841,20.56,7.5,6.17,5.24,9.77,38,NA,0.693827899,0.110376251,0.616811553,15.20119235,22.5,09:56:00,NA,NA,NA,NA,0,59.799,7.93,0,0,0,0.016722803,0,0,0,0,0,0,0.066891211,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"608","ICF631",2018-11-26,10:08:00,"19-18-SMM-02","Channel Deep","Suisun Marsh",38.20613,-122.033891,21.1,12.3,10942,20.18,7.5,6.23,5.09,9.52,NA,NA,NA,NA,NA,NA,20.3,10:13:00,NA,NA,NA,NA,0,64.785,10.041,0,0.0154357,0,0,0,0,0,0,0,0,2.917347297,0,NA,0,0.2315355,0,0,0.4167639,0.0154357,0,0,0.679170799,0,0,0,0,0,0,0.0926142,0
"609","ICF633",2018-11-26,10:48:00,"19-18-SMM-02","Shoal","Suisun Marsh",38.21504,-122.035073,5.2,12.8,10640,16.93,7.5,5.95,5,9.18,33,NA,NA,NA,NA,NA,6.5,10:53:00,NA,NA,NA,NA,0,60.49,8.88,0,0.01653171,0,0,0,0,0,0,0,0,0.03306342,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"610","ICF635",2018-11-26,12:12:00,"19-18-SMM-03","Channel Surface","Suisun Marsh",38.135582,-121.913164,21.1,13.6,11619,0,7.8,6.65,8.98,4.6,99,NA,0.399773325,0.078572916,0.067667997,2.482028678,23,12:17:00,NA,NA,NA,NA,0,59.144,NA,0,0.016907799,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.016907799,0,0,0,0,0,0,0
"611","ICF636",2018-11-26,12:28:00,"19-18-SMM-03","Channel Deep","Suisun Marsh",38.136308,-121.91267,24.7,13.4,13107,2.24,7.8,7.58,8.71,1.97,NA,NA,NA,NA,NA,NA,23.2,12:33:00,NA,NA,NA,NA,0,61.566,10.751,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612","ICF627",2018-11-26,08:50:00,"19-18-SMM-04","Shoal","Suisun Marsh",38.117639,-122.062632,19.4,13.1,19804,10.35,7.7,11.89,8.17,3.18,38,NA,0.340699693,0.048420008,0.074373918,2.522494699,4.3,08:55:00,NA,NA,NA,NA,0,60.363,8.574,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.016566392,0,0,0,0,0,0,0,0,0,0,0.016566392,0.016566392
"613","ICF647",2018-11-28,11:03:00,"19-18-CFF-01","Channel Surface","Suisun Bay",38.060163,-121.8666,53.4,13.5,13020,0,7.9,7.52,8.69,2.19,131,NA,0.410369603,0.083226363,0.270913921,2.349812788,54.5,11:08:00,NA,NA,NA,NA,0,59.297,8.873,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.016864168,0,0,0,0,0,0,0,0,0,0.016864168,0
"614","ICF649",2018-11-28,11:41:00,"19-18-CFF-01","Channel Deep","Suisun Bay",38.060018,-121.868772,50.1,13.5,15157,0,7.9,8.86,8.58,1.6,NA,NA,NA,NA,NA,NA,49.8,11:46:00,NA,NA,NA,NA,0,45.162,6.778,0,0.044285436,0,0,0,0,0,0,0,0,0,0,NA,0,0.531425235,0,0.022142718,0,0.022142718,0,0,0,0,0,0,0,0,0,0.044285436,0
"615","ICF651",2018-11-28,12:03:00,"19-18-CFF-01","Shoal","Suisun Bay",38.05552,-121.864659,10.9,13.6,13523,0,7.9,7.93,8.92,0.92,140,NA,NA,NA,NA,NA,6.1,12:08:00,NA,NA,NA,NA,0,52.665,7.323,0,0.037976059,0,0,0,0,0,2.297551593,0,0,0,0,NA,0,13.9372138,0,0.01898803,0,0.930413455,0,0,0,0,0,0,0,0,0,0,0
"616","ICF643",2018-11-28,09:42:00,"19-18-HBB-01","Channel Surface","Suisun Bay",38.052464,-121.964597,20.5,13.6,18939,0,7.8,11.29,8.43,2.49,107,NA,0.386487136,0.121495419,0.074373918,2.318833799,16.2,09:47:00,NA,NA,NA,NA,0,69.681,10.467,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617","ICF645",2018-11-28,10:00:00,"19-18-HBB-01","Channel Deep","Suisun Bay",38.056899,-121.966975,42.5,13.6,22353,1.65,7.9,13.51,8.2,2.18,NA,NA,NA,NA,NA,NA,45.2,10:05:00,NA,NA,NA,NA,0,50.085,8.125,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.059898712,0,0.019966237,0,0,0,0.079864949,0,0,0,0,0,0.019966237,0.179696136,0
"618","ICF646",2018-11-28,10:20:00,"19-18-HBB-01","Shoal","Suisun Bay",38.051344,-121.960941,8.5,13.7,18316,0,7.9,10.83,8.63,3.06,133,NA,NA,NA,NA,NA,8.2,10:25:00,NA,NA,NA,NA,0,59.894,9.158,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.016696284,0,0,0,0.133570275,0,0,0,0,0,0,0,0,0,0,0
"619","ICF637",2018-11-28,07:50:00,"19-18-LSR-01","Channel Surface","Lower Sacramento",38.065425,-121.787322,37.1,13,7044,6.47,6.9,3.9,9.12,1.53,104,NA,0.460768017,0.124298355,0.034676329,8.050755595,36.8,07:55:00,NA,NA,NA,NA,0,66.721,7.13,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.014987705,0,0,0,0.074938523,0,0,0,0,0,0,0,0,0,0,0
"620","ICF640",2018-11-28,08:42:00,"19-18-LSR-01","Channel Deep","Lower Sacramento",38.065965,-121.785564,37.1,13,7352,9.71,7.2,4.08,9.1,2.12,NA,NA,NA,NA,NA,NA,35.1,08:47:00,NA,NA,NA,NA,0,57.556,4.737,0,0.052123082,0,0,0,0,0,0,0,0,0,0,NA,0,0.191117966,0,0,0.260615408,0.017374361,0,0,0.052123082,0,0,0,0,0,0,0,0
"621","ICF642",2018-11-28,09:39:00,"19-18-LSR-02","Channel Surface","Lower Sacramento",38.074418,-121.761544,33.3,13,6504,4.55,7.3,3.57,9.18,1.52,122,NA,0.467850195,0.08858228,0.03305028,8.848137217,34.4,09:44:00,NA,NA,NA,NA,0,62.284,4.908,0,0,0,0,0,0,0,0,0,0.016055534,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"622","ICF644",2018-11-28,09:53:00,"19-18-LSR-02","Channel Deep","Lower Sacramento",38.077902,-121.75552,33.5,13,6948,7.55,7.3,3.84,9.1,1.65,NA,NA,NA,NA,NA,NA,32.3,09:58:00,NA,NA,NA,NA,0,56.49,10.592,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.070808715,0,0,0,0.017702179,0,0,0,0,0,0,0,0
"623","ICF648",2018-11-28,11:27:00,"19-18-RVV-01","Channel Surface","Lower Sacramento",38.149449,-121.687843,34.7,12.1,494,1.99,8.1,0.24,9.13,1.11,214,NA,0.480249211,0.131346197,0.071016474,4.764412769,34.8,11:32:00,NA,NA,NA,NA,0,65.006,5.67,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.015383078,0,0,0,0,0,0,0,0,0,0,0,0,0
"624","ICF650",2018-11-28,11:42:00,"19-18-RVV-01","Channel Deep","Lower Sacramento",38.150276,-121.688944,35.3,12,832,3.62,7.8,0.41,8.99,1.27,NA,NA,NA,NA,NA,NA,35.2,11:47:00,NA,NA,NA,NA,0,59.292,11.088,0,0.033731338,0,0,0,0,0,0,0,0.067462677,0,0,NA,0,0.185522361,0,0.084328346,0,0,0,0,0,0,0,0,0,0,0,0,0
"625","ICF638",2018-11-28,08:14:00,"19-18-SBM-01","Channel Surface","Suisun Bay",38.082641,-122.046341,20.5,13.6,23485,3.82,7.8,14.27,8.24,2.41,70,NA,0.36801352,0.170404365,0.067667997,2.902973239,21.1,08:19:00,NA,NA,NA,NA,0,59.732,8.136,0,0,0,0,0,0,0,0.016741585,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016741585,0
"626","ICF639",2018-11-28,08:28:00,"19-18-SBM-01","Channel Deep","Suisun Bay",38.08298,-122.046175,20.3,13.6,24194,6.6,7.8,14.72,8.12,2.45,NA,NA,NA,NA,NA,NA,17.8,08:33:00,NA,NA,NA,NA,0,61.471,10.574,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.01626777,0,0,0,0,0,0,0,0,0,0,0
"627","ICF641",2018-11-28,08:46:00,"19-18-SBM-01","Shoal","Suisun Bay",38.080488,-122.044316,8.5,13.6,22562,0.72,7.8,13.64,8.18,2.62,86,NA,NA,NA,NA,NA,8.4,08:51:00,NA,NA,NA,NA,0,62.268,9.14,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032119231,0
"628","ICF656",2018-11-29,11:49:00,"19-18-LSC-01","Channel Surface","Sacramento Deep Water Ship Channel",38.289312,-121.658403,40.3,12.5,202,3.35,8.1,0.1,8.95,1.1,145,NA,0.48910975,0.209610555,0.134867379,30.43940251,22,11:54:00,NA,NA,NA,NA,0,70.067,5.304,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.04281637,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","ICF657",2018-11-29,12:14:00,"19-18-LSC-01","Channel Deep","Sacramento Deep Water Ship Channel",38.290344,-121.658003,41.8,12.5,202,4,7.8,0.1,8.9,1.3,NA,NA,NA,NA,NA,NA,41.3,12:19:00,NA,NA,NA,NA,0,63.851,6.295,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.015661476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","ICF652",2018-11-29,08:45:00,"19-18-USC-01","Channel Surface","Sacramento Deep Water Ship Channel",38.561164,-121.554854,43,13.9,1076,2.02,7.9,0.54,9.28,4.75,178,NA,0.051071515,0.036690637,0.081115701,10.6659955,43,08:50:00,NA,NA,NA,NA,0,56.802,6.233,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","ICF653",2018-11-29,09:06:00,"19-18-USC-01","Channel Deep","Sacramento Deep Water Ship Channel",38.561825,-121.552618,41.9,13.9,1084,1.84,7.9,0.54,9.19,5.25,NA,NA,NA,NA,NA,NA,42.4,09:11:00,NA,NA,NA,NA,0,60.875,7.176,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"632","ICF654",2018-11-29,10:02:00,"19-18-USC-02","Channel Surface","Sacramento Deep Water Ship Channel",38.53596,-121.584808,43.9,13.4,947,6.3,8.1,0.47,9.5,2.25,95,NA,0.21424592,0.23451508,0.164814366,57.21118421,41.3,10:07:00,NA,NA,NA,NA,0,66.542,5.45,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.015028112,0,0,0,0,0,0,0,0,0,0,0,0
"633","ICF655",2018-11-29,10:29:00,"19-18-USC-02","Channel Deep","Sacramento Deep Water Ship Channel",38.532536,-121.584776,42.4,13.3,929,8.4,8.1,0.46,9.46,2.42,NA,NA,NA,NA,NA,NA,41.6,10:34:00,NA,NA,NA,NA,0,64.711,7.233,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.092719924,0,0,0,0,0,0,0,0,0,0,0,0
"634","ICF660",2019-04-01,13:40:00,"19-36-CSS-01","Channel Surface","Cache Slough and Liberty Island",38.396468,-121.623289,22.1,16,235,36.17,7.8,0.11,8.56,5.4,28,50.26,0.129370281,0.009581988,0.0162003,6.187529,21.7,13:54:00,NA,1,NA,NA,6,66.22,4.465,0,0,0,0.030202315,0,0,0,0,0,0.015101157,0,0,0,0,0,0,0.015101157,0,0,0,0,0,0,0,0,0,0,0,0,0
"635","ICF659",2019-04-01,14:09:00,"19-36-CSS-01","Channel Deep","Cache Slough and Liberty Island",38.396235,-121.623307,23,15.9,234,38.86,7.7,0.11,8.43,7.95,NA,50.26,NA,NA,NA,NA,21.4,14:09:00,NA,NA,50,20,5,51.33,8.043,0,0.253264186,0,0,0,0,0,0,0,0.01948186,0,0,0,0,0.01948186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","ICF661",2019-04-01,12:00:00,"19-36-CSS-02","Channel Surface","Cache Slough and Liberty Island",38.307495,-121.732757,9.9,16.9,530,25.4,7.6,0.26,3.19,4.54,43,50.26,1.258147936,0.019798924,0.660503757,20.45358118,8.2,12:02:00,NA,1,NA,NA,6,63.26,7.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094846705,0,0,0,0,0,0,0,0,0,0,0,0,0
"637","ICF663",2019-04-01,12:43:00,"19-36-CSS-03","Channel Surface","Cache Slough and Liberty Island",38.246581,-121.705048,23.5,16.2,410,8.2,8,0.2,8.94,3.03,98,50.26,0.193565221,0.015716655,0.109869952,9.20435844,13.1,12:43:00,NA,1,NA,NA,5,55.783,3.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143412429,0,0,0,0,0,0,0,0,0,0,0,0,0
"638","ICF662",2019-04-01,12:57:00,"19-36-CSS-03","Channel Deep","Cache Slough and Liberty Island",38.24637,-121.697312,23.1,16.6,411,8.83,8.1,0.2,9.29,4.25,NA,50.26,NA,NA,NA,NA,22.1,13:01:00,NA,NA,50,18,5,52.047,3.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","ICF665",2019-04-01,15:50:00,"19-36-LSC-01","Channel Surface","Sacramento Deep Water Ship Channel",38.343637,-121.643522,35.1,15.3,614,22.05,7.9,0.3,9.53,3.37,37,50.26,0.342357425,0.007534096,0.087215068,5.66225504,18.4,15:59:00,NA,1,NA,NA,7,66.922,8.003,0,0.014942799,0,0,0,0,0,0,0,0,0,0,0,0,0.059771197,0,0,0.029885599,0,0,0.014942799,0.014942799,0,0,0,0,0,0.014942799,0,0
"640","ICF666",2019-04-01,16:04:00,"19-36-LSC-01","Shoal","Sacramento Deep Water Ship Channel",38.345477,-121.642816,5.8,15.6,707,21.66,7.9,0.35,9.84,4.69,35,50.26,NA,NA,NA,NA,6.2,16:10:00,NA,1,NA,NA,5,75.575,9.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641","ICF664",2019-04-01,16:48:00,"19-36-LSC-01","Channel Deep","Sacramento Deep Water Ship Channel",38.343768,-121.643212,39.2,15.4,668,26.22,7.8,0.33,9.59,4.42,NA,50.26,NA,NA,NA,NA,26.6,16:49:00,NA,NA,90,18,5,62.801,2.788,0,0.191080064,0,0,0,0,0,0,0,0.015923339,0,0,0,0,0.175156725,0,0,1.751567255,0,0,0,0,0,0,0,0,0,0,0,0
"642","ICF658",2019-04-01,15:21:00,"19-36-RVV-01","Channel Surface","Lower Sacramento",38.160906,-121.683285,36.1,14.4,253,19.36,8,0.12,9.71,2.5,50,50.26,0.152793228,0.007534096,0.012979072,5.68790624,39.3,15:15:00,NA,1,NA,NA,5,59.994,6.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016668384,0,0,0,0,0,0,0,0,0,0,0,0,0
"643","ICF667",2019-04-01,15:21:00,"19-36-RVV-01","Channel Deep","Lower Sacramento",38.160734,-121.683346,38.8,13.6,184,27.57,7.7,0.09,9.72,1.91,NA,50.26,NA,NA,NA,NA,40.2,15:32:00,NA,NA,80,20,5,12.959,9.086,0,0,0,0,0,0,0,0,0,0.385829263,0,0,0,0,0.154331705,0,0.154331705,0,0,0,0,0,0.077165853,0,0,0,0,0,0,0
"644","ICF668",2019-04-01,15:36:00,"19-36-RVV-01","Shoal","Lower Sacramento",38.158978,-121.677585,5.5,14.7,245,20.61,7.9,0.12,9.83,2.52,52,50.26,NA,NA,NA,NA,9.8,15:47:00,NA,1,NA,NA,5,38.276,8.707,0,0,0,0,0,0,0,0,0,0.052252474,0,0,0,0,0,0,0.156757421,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","ICF670",2019-04-01,16:04:00,"19-36-RVV-02","Channel Surface","Lower Sacramento",38.138517,-121.688573,18.5,14.1,207,24.9,7.8,0.1,9.9,2.53,45,50.26,0.238834389,0.000354649,0.053286397,5.02647011,19.5,16:10:00,NA,1,NA,NA,5,34.783,4.961,0,0,0,0,0,0,0,0,0,0.114999711,0,0,0,0,0,0,0.028749928,0,0,0,0,0,0,0,0,0,0,0,0,0
"646","ICF671",2019-04-01,16:19:00,"19-36-RVV-02","Shoal","Lower Sacramento",38.134148,-121.687358,5.8,13.8,154,23.73,7.7,0.07,9.74,1.46,42,50.26,NA,NA,NA,NA,12.8,16:25:00,NA,1,NA,NA,5,31.807,5.726,0,0.062879833,0,0,0,0,0,0,0,0.471598751,0,0,0,0,0,0,0.848877752,0,0,0,0,0,0,0,0,0,0,0,0,0
"647","ICF669",2019-04-01,16:33:00,"19-36-RVV-02","Channel Deep","Lower Sacramento",38.135786,-121.691456,23.4,13.8,193,27.88,7.7,0.09,9.8,2.45,NA,50.26,NA,NA,NA,NA,23.4,16:40:00,NA,NA,60,18,6,43.178,2.664,0,0.023160157,0,0,0,0,0,0,0,0.046320314,0,0,0,0,0.046320314,0,0.023160157,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","ICF673",2019-04-01,12:43:00,"19-36-USC-01","Channel Surface","Sacramento Deep Water Ship Channel",38.565675,-121.552155,38.1,15.9,574,0,8.4,0.28,13.57,12.6,145,50.26,0.044758548,0.078316864,0.009758428,6.70520891,38.9,12:52:00,NA,1,NA,NA,5,59.994,5.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566725051,0,0,0,0,0,0,0,0,0,0,0,0,0
"649","ICF672",2019-04-01,13:26:00,"19-36-USC-01","Channel Deep","Sacramento Deep Water Ship Channel",38.565705,-121.552429,38.7,13.8,937,0,7.9,0.46,9.19,2.21,NA,50.26,NA,NA,NA,NA,40.6,13:28:00,NA,NA,75,17,5,69.961,3.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
