EMP_Micro,EMP_Meso,EMP_Macro,EMP_Lengths,STN_Meso,STN_Macro,FMWT_Meso,FMWT_Macro,twentymm_Meso,FRP_Meso,FRP_Macro,YBFMP_Macro,YBFMP_Meso,YBFMP_Micro,LI_Meso,LI_Micro,DOP_Meso,DOP_Macro,USGS_Meso,Lifestage,Taxname,Level,Phylum,Class,Order,Family,Genus,Species,Intro,EMPstart,EMPend,FMWTstart,FMWTend,twentymmstart,twentymmend,twentymmstart2,DOPstart,DOPend,FRPstart,FRPend,USGSstart,USGSend
,,,,,,,,,Polyorchis,,,,,,,,,,Adult,Polyorchis,Genus,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Polyorchis,,,,,,,,,,,,2018,,,
,,,,,,,,,,Black Crappie,,,,,,,,,Juvenile,Pomoxis nigromaculatus,Species,Chordata,Actinopterygii,,Centrarchidae,Pomoxis,Pomoxis nigromaculatus,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,,,,Pompholyx sulcata N,Adult,Pompholyx sulcata,Species,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Pompholyx,Pompholyx sulcata,,,,,,,,,,,,,2017,
,,,,,,,,,Potamocorbula,Potamocorbula,,,,,,,,,Adult,Potamocorbula amurensis,Species,Mollusca,Bivalvia,Myoida,Corbulidae,Potamocorbula,Potamocorbula amurensis,,,,,,,,,,,2016,,,
,,,,,,,,,,Prostoma,,,,,,,,,Undifferentiated,Prostoma,Genus,Nemertea,Enopla,Monostilifera,Tetrastemmatidae,Prostoma,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,Pseudochydorus sp. undifferentiated,Pseudochydorus sp. undifferentiated,,Pseudochydorus NA Adult,,,,Adult,Pseudochydorus,Genus,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Pseudochydorus,,,,,,,,,,,,,,,
,,,,,,,,,,,,Pseudochydorus globosus undifferentiated,Pseudochydorus globosus undifferentiated,,,,,,Adult,Pseudochydorus globosus,Species,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Pseudochydorus,Pseudochydorus globosus,,,,,,,,,,,,,,
,PDIAPJUV,,,PDIAPJUV,,PDIAPJUV,,Pseudodiaptomus copepodid,Pseudodiaptomus copepodid,,,,,,,Pseudodiaptomus_spp_copepodid,,,Juvenile,Pseudodiaptomus,Genus,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,,1986,1990,,2005,,1998,,,2017,,2016,,,
PDIAPNAUP,PDIAPNAUP,,,PDIAPNAUP,,PDIAPNAUP,,Pseudodiaptomus nauplii,Pseudodiaptomus nauplii,,,,,,,Pseudodiaptomus_spp_nauplii,,,Larva,Pseudodiaptomus,Genus,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,,1986,2000,,2005,,2006,,,2017,,2016,,,
,,,,,,,,Pseudodiaptomus spp_,,,,Pseudodiaptomus sp. adult,Pseudodiaptomus sp. adult,,,Pseudodiaptomus_spp_adult,,,Adult,Pseudodiaptomus,Genus,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,,1986,,,,,1995,,,2017,2019,,,,
,,,,,,,,Pseudodiaptomus euryhalinus,,,,,,,,Pseudodiaptomus_euryhalinus_adult,,,Adult,Pseudodiaptomus euryhalinus,Species,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus euryhalinus,,,,,,2006,,,2020,,,,,
,,,,,,,,,,,,,,,,Pseudodiaptomus_euryhalinus_copepodid,,,Juvenile,Pseudodiaptomus euryhalinus,Species,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus euryhalinus,,,,,,,,,2017,,,,,
,PDIAPFOR,,,PDIAPFOR,,PDIAPFOR,,Pseudodiaptomus forbesii,Pseudodiaptomus forbesi,,,Pseudodiaptomus forbesi adult,Pseudodiaptomus forbesi adult,,Pseudodiaptomus forbesi Adult,Pseudodiaptomus_forbesi_adult,,Pseudodiaptomus forbesi N,Adult,Pseudodiaptomus forbesi,Species,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus forbesi,1987,1988,,2005,,2006,,,2017,,2016,,2017,
,,,,,,,,,,,,Pseudodiaptomus forbesi copepodid,Pseudodiaptomus forbesi copepodid,,,Pseudodiaptomus_forbesi_copepodid,,,Juvenile,Pseudodiaptomus forbesi,Species,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus forbesi,1987,,,,,,,,2017,,,,,
,,,,,,,,,,,,,,Pseudodiaptomus forbesi,Pseudodiaptomus forbesi,,,,Undifferentiated,Pseudodiaptomus forbesi,Species,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus forbesi,1987,,,,,,,,,,,,,
,PDIAPMAR,,,PDIAPMAR,,PDIAPMAR,,Pseudodiaptomus marinus,Pseudodiaptomus marinus,,,,,,,Pseudodiaptomus_marinus_adult,,,Adult,Pseudodiaptomus marinus,Species,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus marinus,1986,1988,,2005,,2006,,,2017,,2016,,,
,,,,,,,,,,,,,,,,Pseudodiaptomus_marinus_copepodid,,,Juvenile,Pseudodiaptomus marinus,Species,Arthropoda,Copepoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus marinus,1986,,,,,,,,2017,,,,,
,,,,,,,,,Psyllidae,Psyllidae,,,,,,,,,Adult,Psyllidae,Family,Arthropoda,Insecta,Hemiptera,Psyllidae,,,,,,,,,,,,,2016,,,
,,,,,,,,,Harris Mud Crab,,,,,,,,,,Adult,Rhithropanopeus harrisii,Species,Arthropoda,Malacostraca,Decapoda,Panopeidae,Rhithropanopeus,Rhithropanopeus harrisii,,,,,,,,,,,2016,,,
OTHROT,OTHROT,,,OTHROT,,OTHROT,,Other rotifer,Rotifer UNID,,,,,,,,,,Adult,Rotifera,Phylum,Rotifera,,,,,,,1972,,2005,,1995,,,,,2016,,,
,,,,,,,,Unid rotifer,,,,Rotifera undifferentiated,Rotifera undifferentiated,,Rotifera,Rotifer_UNID,,,Adult,Rotifera,Phylum,Rotifera,,,,,,,,,,,1995,,,2017,,,,,
,,,,,,,,,Scapholeberis,,,Scapholeberis sp. undifferentiated,Scapholeberis sp. undifferentiated,,Scapholeberis NA Adult,Scapholeberis_spp,,,Adult,Scapholeberis,Genus,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Scapholeberis,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,,,,,Adult,Scapholeberis,Genus,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Scapholeberis,,,,,,,,,,2017,,,,,
,,,,,,,,,,,,,,,,,,Scapholeberis mucronata N,Adult,Scapholeberis mucronata,Species,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Scapholeberis,Scapholeberis mucronata,,,,,,,,,,,2016,,2017,
,,,,,,,,,Sida,,,Sida sp. undifferentiated,Sida sp. undifferentiated,,Sida NA Adult,Sididae_UNID,,Sididae N,Adult,Sida,Genus,Arthropoda,Branchiopoda,Cladocera,Sididae,Sida,,,,,,,,,,2017,,2016,,2017,
,,,,,,,,,,,,,,,,,,Sida crystallina N,Adult,Sida crystallina,Species,Arthropoda,Branchiopoda,Cladocera,Sididae,Sida,Sida crystallina,,,,,,,,,2017,,2016,,2017,
,,,,,,,,,Simocephalus,,,,,,Simocephalus NA Adult,,,Simocephalus sp. N,Adult,Simocephalus,Genus,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Simocephalus,,,,,,,,,,,,2016,,2017,
,,,,,,,,,,,,,,,,,,Simocephalus sp. Y,Juvenile,Simocephalus,Genus,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Simocephalus,,,,,,,,,,,,2016,,2017,
,,,,,,,,,,,,Simocephalus sp. undifferentiated,Simocephalus sp. undifferentiated,,,,,,Undifferentiated,Simocephalus,Genus,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Simocephalus,,,,,,,,,,,,,,,
,SINOCALJUV,,,SINOCALJUV,,SINOCALJUV,,Sinocalanus copepodid,Sinocalanus copepodid,,,,,,,,,,Juvenile,Sinocalanus,Genus,Arthropoda,Copepoda,Calanoida,Centropagidae,Sinocalanus,,1978,1989,,2005,,2006,,,,,2016,,,
,,,,,,,,Sinocalanus nauplii,,,,,,,,,,,Larva,Sinocalanus,Genus,Arthropoda,Copepoda,Calanoida,Centropagidae,Sinocalanus,,1978,,,,,2006,,,,,,,,
,SINOCAL,,,SINOCAL,,SINOCAL,,Sinocalanus,Sinocalanus,,,Sinocalanus doerrii adult,Sinocalanus doerrii adult,,Sinocalanus doerri Adult,Sinocalanus_doerrii_adult,,Sinocalanus doerri N,Adult,Sinocalanus doerrii,Species,Arthropoda,Copepoda,Calanoida,Centropagidae,Sinocalanus,Sinocalanus doerrii,1978,1978,,2005,,1995,,,2017,,2016,,2017,
SINONAUP,SINONAUP,,,SINONAUP,,SINONAUP,,,Sinocalanus nauplii,,,,,,,Sinocalanus_doerrii_nauplii,,,Larva,Sinocalanus doerrii,Species,Arthropoda,Copepoda,Calanoida,Centropagidae,Sinocalanus,Sinocalanus doerrii,1978,1989,,2005,,,,,2017,,2016,,,
,,,,,,,,,,,,Sinocalanus doerrii copepodid,Sinocalanus doerrii copepodid,,,Sinocalanus_doerrii_copepodid,,,Juvenile,Sinocalanus doerrii,Species,Arthropoda,Copepoda,Calanoida,Centropagidae,Sinocalanus,Sinocalanus doerrii,1978,,,,,,,,2017,,,,,
,,,,,,,,,,,,Sinoclanus doerii adult,Sinoclanus doerii adult,,,,,,Adult,Sinocalanus doerrii,Species,Arthropoda,Copepoda,Calanoida,Centropagidae,Sinocalanus,Sinocalanus doerrii,1978,,,,,,,,,,,,,
,,,,,,,,,,,,,,Sinocalanus doerrii,Sinocalanus doerrii,,,,Undifferentiated,Sinocalanus doerrii,Species,Arthropoda,Copepoda,Calanoida,Centropagidae,Sinocalanus,Sinocalanus doerrii,1978,,,,,,,,,,,,,
,,C_alienense,,,Corophium alienense,,Corophium_alienense,,,Corophium alienense,,,,,,,Sinocorophium_alienense,,Adult,Sinocorophium alienense,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,Sinocorophium alienense,1973,2014,,2013,,,,,2017,,2016,,,
,,,,,,,,,,,,,,,,,Sinocorophium_heteroceratum,,Adult,Sinocorophium heteroceratum,Species,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Sinocorophium,Sinocorophium heteroceratum,,,,,,,,,2018,,,,,
,,,,,,,,,,,,Skistodiaptomus sp. adult,Skistodiaptomus sp. adult,,,,,,Adult,Skistodiaptomus,Genus,Arthropoda,Copepoda,Calanoida,Diaptomidae,Skistodiaptomus,,,,,,,,,,,,,,,
,,,,,,,,,,,,Skistodiaptomus pallidus adult,Skistodiaptomus pallidus adult,,Skistodiaptomus pallidus Adult,,,Skistodiaptomus pallidus N,Adult,Skistodiaptomus pallidus,Species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Skistodiaptomus,Skistodiaptomus pallidus,,,,,,,,,,,,,2017,
,,,,,,,,,,Longfin Smelt,,,,,,,,,Juvenile,Spirinchus thaleichthys,Species,Chordata,Actinopterygii,,Osmeridae,Spirinchus,Spirinchus thaleichthys,,,,,,,,,,,2016,,,
,,,,,,,,,,Longfin Smelt (Yolk-Sac),,,,,,,,,Larva,Spirinchus thaleichthys,Species,Chordata,Actinopterygii,,Osmeridae,Spirinchus,Spirinchus thaleichthys,,,,,,,,,,,2016,,,
,,,,,,,,,Stylaria,Stylaria,,,,,,,,,Undifferentiated,Stylaria,Genus,Annelida,Oligochaeta,Haplotaxida,Naididae,Stylaria,,,,,,,,,,,,2016,,,
SYNCH,SYNCH,,,SYNCH,,SYNCH,,Synchaeta,Synchaeta,,,,,,Synchaeta NA Adult,Synchaeta_spp,,Synchaeta sp. N,Adult,Synchaeta,Genus,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,,,1972,,2005,,1995,,,2017,,2016,,2017,
SYNCHBIC,SYNCHBIC,,,,,,,Synchaeta bicornis,,,,,,,,Synchaeta_bicornis,,,Adult,Synchaeta bicornis,Species,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,Synchaeta bicornis,,1972,,,,1995,,,2018,,,,,
,,,,,,,,,,Synidotea,,,,,,,,,Adult,Synidotea,Family,Arthropoda,Malacostraca,Isopoda,Synidotea,,,,,,,,,,,,,2018,,,
,,,,,,,,,Tardigrade,,,,,,Tardigrada NA NA,,,,Adult,Tardigrada,Phylum,Tardigrada,,,,,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,Tardigrada,Tardigrada,,,,Adult,Tardigrada,Phylum,Tardigrada,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Teleosti,Teleosti,,,,Undifferentiated,Teleostei,Class,Chordata,Teleostei,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Teleosti,Teleosti,,,,Undifferentiated,Teleostei,Class,Chordata,Teleostei,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Testudinella NA Adult,,,Testudinella sp. N,Adult,Testudinella,Genus,Rotifera,Eurotatoria,Flosculariaceae,Testudinellidae,Testudinella,,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,Thripidae NA NA,,,,Adult,Thripidae,Family,Arthropoda,Insecta,Thysanoptera,Thripidae,,,,,,,,,,,,,,,,
,TORTANUS,,,TORTANUS,,TORTANUS,,Tortanus,Tortanus,,,Tortanus sp. adult,Tortanus sp. adult,,,,,,Adult,Tortanus,Genus,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,,1993,1994,,2005,,1995,,,,,2016,,,
,TORTJUV,,,TORTJUV,,TORTJUV,,Tortanus copepodid,Tortanus copepodid,,,,,,,Tortanus_spp_copepodid,,,Juvenile,Tortanus,Genus,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,,1993,2006,,2006,,2006,,,2017,,2016,,,
,,,,,,,,,,,,Tortanus sp. copepodid,Tortanus sp. copepodid,,,,,,Juvenile,Tortanus,Genus,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,,,,,,,,,,,,,,,
,,,,,,,,Tortanus dextrilobatus,Tortanus dextrilobatus,,,,,,,Tortanus_dextrilobatus_adult,,,Adult,Tortanus dextrilobatus,Species,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,Tortanus dextrilobatus,1993,,,,,2006,2010,,2017,,2016,,,
,,,,,,,,Tortanus discaudatus,Tortanus discaudatus,,,,,,,Tortanus discaudatus,,,Adult,Tortanus discaudatus,Species,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,Tortanus discaudatus,,,,,,1995,,,2017,,2016,,,
TRICHO,TRICHO,,,TRICHO,,TRICHO,,Trichocerca,Trichocerca,,,,,,Trichocerca NA Adult,Trichocerca_spp,,Trichocerca sp. N,Adult,Trichocerca,Genus,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,,,1972,,2005,,1995,,,2017,,2016,,2017,
,,,,,,,,,,,,,,,Trichocerca NA NA,,,,Adult,Trichocerca,Genus,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Trichocerca bicristata N,Adult,Trichocerca bicristata,Species,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Trichocerca bicristata,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Trichocerca cylindrica N,Adult,Trichocerca cylindrica,Species,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Trichocerca cylindrica,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Trichocerca longiseta N,Adult,Trichocerca longiseta,Species,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Trichocerca longiseta,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Trichocerca multicrinis N,Adult,Trichocerca multicrinis,Species,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,Trichocerca multicrinis,,,,,,,,,,,,,2017,
,,,,,,,,,Trichoptera larvae UNID,Trichoptera larvae UNID,,,,,Trichoptera NA NA,,,,Larva,Trichoptera,Order,Arthropoda,Insecta,Trichoptera,,,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,Trichotria NA NA,,,,Adult,Trichotria,Genus,Arthropoda,Insecta,Trichoptera,Trichotriidae,Trichotria,,,,,,,,,,,,2018,,,
,,,,,,,,,Trichotria,,,,,,Trichotria NA Adult,,,,Adult,Trichotria,Genus,Arthropoda,Insecta,Trichoptera,Trichotriidae,Trichotria,,,,,,,,,,,,2018,,,
,,,,,,,,,,,,,,,,,,Trichotria pocillum N,Adult,Trichotria pocillum,Species,Rotifera,Eurotatoria,Ploima,Trichotriidae,Trichotria,Trichotria pocillum,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Trichotria tetractis N,Adult,Trichotria tetractis,Species,Rotifera,Eurotatoria,Ploima,Trichotriidae,Trichotria,Trichotria tetractis,,,,,,,,,,,,,2017,
,,,,,,,,,Tridentiger,Tridentiger,,,,,,,,,Juvenile,Tridentiger,Genus,Chordata,Actinopterygii,,Gobiidae,Tridentiger,,,,,,,,,,,,2016,,,
,,,,,,,,,,Shimofuri Goby,,,,,,,,,Juvenile,Tridentiger bifasciatus,Species,Chordata,Actinopterygii,,Gobiidae,Tridentiger,Tridentiger bifasciatus,,,,,,,,,,,2016,,,
,,,,,,,,,,,,Tropocyclops sp. adult,Tropocyclops sp. adult,,,,,,Adult,Tropocyclops,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Tropocyclops,,,,,,,,,,,,,,,
,,,,,,,,,,,,Tropocyclops prasinus adult,Tropocyclops prasinus adult,,,,,Tropocyclops prasinus mexicanus N,Adult,Tropocyclops prasinus,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Tropocyclops,Tropocyclops prasinus,,,,,,,,,,,,,2017,
,,,,,,,,,Invertebrate UNID,Invertebrate UNID,,Unidentified undifferentiated,Unidentified undifferentiated,,Unidentified NA NA,,,,Adult,UnID Invertebrate,,Unknown,,,,,,,,,,,,,,,,2016,,,
,,,,,,,,,,Egg Sacs,,,,,,,,,Egg,Unknown,,Unknown,,,,,,,,,,,,,,,,2016,,,
,,,,,,,,,,Eggs UNID,,,,,,,,,Egg,Unknown,,Unknown,,,,,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,Wolga NA NA,,,,Adult,Wolga,Genus,Rotifera,Eurotatoria,Ploima,Trichotriidae,Wolga,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wolga NA Adult,,,,Adult,Wolga,Genus,Rotifera,Eurotatoria,Ploima,Trichotriidae,Wolga,,,,,,,,,,,,,,,
